Year_record,Interaction,Date,Troop,Observer,Time,GIVER,RECIPIENT,DOB_Recipient,DOB_Giver,Age_Giver,Age_Recipient,Month_record
2019,Grooming,15/05/2019,J,Ndapandula,1899-12-31 11:37:41,JKJKK,Clrale,10/04/2015,15/10/2008,126,49,5
2017,Grooming,20/08/2017,J,AJ,1899-12-31 09:09:34,Pietik,Clrale,10/04/2015,09/12/2014,32,28,8
2016,Grooming,05/08/2016,J,Dylan,1899-12-31 07:04:18,Pietik,Clrale,10/04/2015,09/12/2014,19,15,8
2019,Grooming,07/05/2019,J,Richard,1899-12-31 11:59:32,JKJKK,Clrale,10/04/2015,15/10/2008,126,48,5
2016,Grooming,17/08/2016,J,Dylan,1899-12-31 10:16:55,Pietik,Clrale,10/04/2015,09/12/2014,20,16,8
2018,Grooming,03/12/2018,J,Charlotte,1899-12-31 08:55:18,Lileib,Clrale,10/04/2015,NA,NA,43,12
2017,Grooming,22/08/2017,J,Alice,1899-12-31 12:27:32,Lileib,Clrale,10/04/2015,NA,NA,28,8
2016,Grooming,13/08/2016,J,AJ,1899-12-31 07:32:40,Lileib,Clrale,10/04/2015,NA,NA,16,8
2016,Grooming,31/07/2016,J,AJ,1899-12-31 10:08:06,Pietik,Clrale,10/04/2015,09/12/2014,19,15,7
2017,Grooming,18/08/2017,J,Debbie,1899-12-31 08:27:34,Lileib,Clrale,10/04/2015,NA,NA,28,8
2018,Grooming,15/09/2018,J,Jules,1899-12-31 17:36:13,Lileib,Clrale,10/04/2015,NA,NA,41,9
2017,Grooming,05/08/2017,J,Katie,1899-12-31 14:26:53,Lileib,Clrale,10/04/2015,NA,NA,27,8
2018,Grooming,14/09/2018,J,Vittoria,1899-12-31 15:14:19,Lukaus,Clrale,10/04/2015,NA,NA,41,9
2017,Grooming,22/07/2017,J,Debbie,1899-12-31 14:17:07,Lileib,Clrale,10/04/2015,NA,NA,27,7
2019,Grooming,18/05/2019,J,Harrison,1899-12-31 12:37:59,Caviap,Clrale,10/04/2015,05/04/2017,25,49,5
2019,Grooming,18/04/2019,J,Jules,1899-12-31 14:34:03,Isrosh,Clrale,10/04/2015,07/10/2015,42,48,4
2017,Grooming,13/08/2017,J,Axelle,1899-12-31 07:34:51,Okgaka,Clrale,10/04/2015,09/02/2015,30,28,8
2019,Grooming,20/06/2019,J,Richard,1899-12-31 12:41:47,Ishash,Clrale,10/04/2015,16/07/2017,23,50,6
2019,Grooming,27/04/2019,J,Ndapandula,1899-12-31 15:51:31,Karial,Clrale,10/04/2015,02/09/2013,67,48,4
2016,Grooming,07/07/2016,J,AJ,1899-12-31 13:17:14,Pietik,Clrale,10/04/2015,09/12/2014,18,14,7
2017,Grooming,09/07/2017,J,AJ,1899-12-31 08:08:52,Pietik,Clrale,10/04/2015,09/12/2014,30,26,7
2019,Grooming,24/06/2019,J,Ndapandula,1899-12-31 15:13:36,Isrosh,Clrale,10/04/2015,07/10/2015,44,50,6
2019,Grooming,04/05/2019,J,Anna,1899-12-31 09:13:25,Karial,Clrale,10/04/2015,02/09/2013,68,48,5
2015,Grooming,26/04/2015,J,Charmaine,1899-12-31 15:15:55,Frwnre,Clrale,10/04/2015,23/06/2006,106,0,4
2019,Grooming,02/05/2019,J,Richard,1899-12-31 12:38:22,Lileib,Clrale,10/04/2015,NA,NA,48,5
2019,Grooming,09/05/2019,J,Anna,1899-12-31 11:29:13,Zobaom,Clrale,10/04/2015,23/03/2018,13,48,5
2017,Grooming,15/08/2017,J,Debbie,1899-12-31 08:06:46,Lileib,Clrale,10/04/2015,NA,NA,28,8
2017,Grooming,20/08/2017,J,Katie,1899-12-31 10:53:16,Scpica,Clrale,10/04/2015,NA,NA,28,8
2017,Grooming,27/07/2017,J,Alice,1899-12-31 10:07:39,Isrosh,Clrale,10/04/2015,07/10/2015,21,27,7
2016,Grooming,05/07/2016,J,AJ,1899-12-31 17:08:07,Pietik,Clrale,10/04/2015,09/12/2014,18,14,7
2018,Grooming,19/11/2018,J,Jules,1899-12-31 14:43:39,JKJKK,Clrale,10/04/2015,15/10/2008,121,43,11
2019,Grooming,10/05/2019,J,Richard,1899-12-31 15:07:43,Kaguas,Clrale,10/04/2015,10/07/2017,21,48,5
2016,Grooming,03/07/2016,J,Zoe,1899-12-31 11:29:30,Lileib,Clrale,10/04/2015,NA,NA,14,7
2017,Grooming,20/08/2017,J,AJ,1899-12-31 10:48:10,Lileib,Clrale,10/04/2015,NA,NA,28,8
2017,Grooming,25/07/2017,J,Katie,1899-12-31 09:11:48,Lileib,Clrale,10/04/2015,NA,NA,27,7
2017,Grooming,01/08/2017,J,AJ,1899-12-31 10:08:43,Karial,Clrale,10/04/2015,02/09/2013,46,27,8
2016,Grooming,21/07/2016,J,Dylan,1899-12-31 14:39:39,ShRahe,Clrale,10/04/2015,18/10/2010,69,15,7
2016,Grooming,30/07/2016,J,AJ,1899-12-31 09:59:09,Lileib,Clrale,10/04/2015,NA,NA,15,7
2017,Grooming,22/06/2017,J,Alice,1899-12-31 09:25:59,Scpfch,Clrale,10/04/2015,25/10/2011,67,26,6
2016,Grooming,30/07/2016,J,AJ,1899-12-31 15:53:05,Lileib,Clrale,10/04/2015,NA,NA,15,7
2016,Grooming,07/07/2016,J,AJ,1899-12-31 13:22:26,Okgoka,Clrale,10/04/2015,05/09/2005,130,14,7
2016,Grooming,30/07/2016,J,AJ,1899-12-31 09:02:34,Anvont,Clrale,10/04/2015,29/10/2013,33,15,7
2018,Grooming,19/11/2018,J,Jules,1899-12-31 12:54:50,Sesseu,Clrale,10/04/2015,15/09/2015,38,43,11
2017,Grooming,13/08/2017,J,Alice,1899-12-31 10:43:31,Karial,Clrale,10/04/2015,02/09/2013,47,28,8
2018,Grooming,28/09/2018,J,Chloe,1899-12-31 09:41:17,Karial,Clrale,10/04/2015,02/09/2013,60,41,9
2016,Grooming,27/07/2016,J,Zoe,1899-12-31 15:33:05,Lileib,Clrale,10/04/2015,NA,NA,15,7
2016,Grooming,08/08/2016,J,AJ,1899-12-31 07:44:00,Lileib,Clrale,10/04/2015,NA,NA,15,8
2017,Grooming,22/08/2017,J,Alice,1899-12-31 13:38:40,Karial,Clrale,10/04/2015,02/09/2013,47,28,8
2018,Grooming,28/09/2018,J,Nick,1899-12-31 15:17:05,Karial,Clrale,10/04/2015,02/09/2013,60,41,9
2017,Grooming,11/07/2017,J,AJ,1899-12-31 11:56:39,Lileib,Clrale,10/04/2015,NA,NA,27,7
2017,Grooming,27/07/2017,J,AJ,1899-12-31 09:55:54,Toenol,Clrale,10/04/2015,05/08/2011,71,27,7
2019,Grooming,27/04/2019,J,Tess,1899-12-31 16:31:25,Lileib,Clrale,10/04/2015,NA,NA,48,4
2019,Grooming,25/06/2019,J,Harrison,1899-12-31 09:01:05,JKJKK,Clrale,10/04/2015,15/10/2008,128,50,6
2016,Grooming,15/07/2016,J,Dylan,1899-12-31 06:30:18,Pietik,Clrale,10/04/2015,09/12/2014,19,15,7
2017,Grooming,13/08/2017,J,AJ,1899-12-31 10:55:37,Lileib,Clrale,10/04/2015,NA,NA,28,8
2017,Grooming,10/07/2017,J,Katie,1899-12-31 15:03:49,Pietik,Clrale,10/04/2015,09/12/2014,31,27,7
2018,Grooming,01/12/2018,J,Charlotte,1899-12-31 15:14:08,Ethato,Clrale,10/04/2015,15/12/2015,35,43,12
2016,Grooming,18/07/2016,J,Dylan,1899-12-31 13:35:05,Karial,Clrale,10/04/2015,02/09/2013,34,15,7
2016,Grooming,05/07/2016,J,AJ,1899-12-31 14:10:45,Okgoka,Clrale,10/04/2015,05/09/2005,129,14,7
2018,Grooming,14/10/2018,J,Charlotte,1899-12-31 09:45:06,Okgaka,Clrale,10/04/2015,09/02/2015,44,42,10
2016,Grooming,11/07/2016,J,Lucy,1899-12-31 14:41:18,Pietik,Clrale,10/04/2015,09/12/2014,19,15,7
2015,Grooming,22/05/2015,J,JoshF,1899-12-31 15:51:43,Frwnre,Clrale,10/04/2015,23/06/2006,106,1,5
2017,Grooming,20/08/2017,J,Katie,1899-12-31 08:58:29,Lileib,Clrale,10/04/2015,NA,NA,28,8
2018,Grooming,29/09/2018,J,Alice,1899-12-31 18:00:09,Karial,Clrale,10/04/2015,02/09/2013,60,41,9
2016,Grooming,30/07/2016,J,AJ,1899-12-31 09:12:50,Lileib,Clrale,10/04/2015,NA,NA,15,7
2016,Grooming,04/07/2016,J,Dylan,1899-12-31 12:37:11,Pietik,Clrale,10/04/2015,09/12/2014,18,14,7
2019,Grooming,10/07/2019,J,Richard,1899-12-31 17:16:53,Okgaka,Clrale,10/04/2015,09/02/2015,52,50,7
2016,Grooming,31/07/2016,J,AJ,1899-12-31 08:51:55,Lileib,Clrale,10/04/2015,NA,NA,15,7
2017,Grooming,06/08/2017,J,Katie,1899-12-31 11:06:13,JKJKK,Clrale,10/04/2015,15/10/2008,105,27,8
2019,Grooming,29/04/2019,J,Harrison,1899-12-31 11:26:43,Lileib,Clrale,10/04/2015,NA,NA,48,4
2018,Grooming,20/10/2018,J,Vittoria,1899-12-31 17:33:59,Lileib,Clrale,10/04/2015,NA,NA,42,10
2016,Grooming,03/07/2016,J,Zoe,1899-12-31 13:39:32,Pietik,Clrale,10/04/2015,09/12/2014,18,14,7
2017,Grooming,28/06/2017,J,AJ,1899-12-31 10:35:29,Karial,Clrale,10/04/2015,02/09/2013,45,26,6
2019,Grooming,10/05/2019,J,Richard,1899-12-31 17:04:42,Scpfch,Clrale,10/04/2015,25/10/2011,90,48,5
2019,Grooming,29/04/2019,J,Richard,1899-12-31 09:35:17,Isrosh,Clrale,10/04/2015,07/10/2015,42,48,4
2019,Grooming,03/05/2019,J,Jules,1899-12-31 16:15:14,Frwnre,Clrale,10/04/2015,23/06/2006,154,48,5
2016,Grooming,17/08/2016,J,Dylan,1899-12-31 11:20:34,Takaan,Clrale,10/04/2015,30/03/2015,16,16,8
2019,Grooming,24/04/2019,J,Tess,1899-12-31 11:12:30,Ketsea,Clrale,10/04/2015,31/01/2014,62,48,4
2017,Grooming,14/07/2017,J,AJ,1899-12-31 10:34:08,Pietik,Clrale,10/04/2015,09/12/2014,31,27,7
2019,Grooming,18/07/2019,J,Ndapandula,1899-12-31 14:16:59,JKJKK,Clrale,10/04/2015,15/10/2008,129,51,7
2017,Grooming,20/07/2017,J,Axelle,1899-12-31 11:23:29,Lileib,Clrale,10/04/2015,NA,NA,27,7
2019,Grooming,11/07/2019,J,Richard,1899-12-31 13:59:52,Caviap,Clrale,10/04/2015,05/04/2017,27,51,7
2019,Grooming,25/04/2019,J,Richard,1899-12-31 11:17:42,Kalaam,Cohooe,06/05/2015,NA,NA,47,4
2019,Grooming,17/05/2019,J,Harrison,1899-12-31 16:19:48,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2019,Grooming,15/06/2019,J,Jules,1899-12-31 16:55:18,Kalaam,Cohooe,06/05/2015,NA,NA,49,6
2016,Grooming,07/07/2016,J,Zoe,1899-12-31 15:01:06,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2017,Grooming,15/07/2017,J,Alice,1899-12-31 13:48:23,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2018,Grooming,21/09/2018,J,Jules,1899-12-31 17:27:10,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2016,Grooming,07/07/2016,J,AJ,1899-12-31 10:53:36,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2016,Grooming,05/07/2016,J,AJ,1899-12-31 13:02:44,ShRahe,Cohooe,06/05/2015,18/10/2010,68,13,7
2019,Grooming,26/07/2019,J,Anna,1899-12-31 09:00:11,Auenus,Cohooe,06/05/2015,06/12/2010,103,50,7
2017,Grooming,04/08/2017,J,Alice,1899-12-31 15:53:15,ShRahe,Cohooe,06/05/2015,18/10/2010,81,26,8
2019,Grooming,10/06/2019,J,Harrison,1899-12-31 14:35:48,ShRahe,Cohooe,06/05/2015,18/10/2010,103,49,6
2016,Grooming,30/07/2016,J,AJ,1899-12-31 08:13:12,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2016,Grooming,07/08/2016,J,Dylan,1899-12-31 07:28:10,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2017,Grooming,25/08/2017,J,Alice,1899-12-31 14:03:14,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2018,Grooming,10/12/2018,J,Jules,1899-12-31 16:36:20,Kalaam,Cohooe,06/05/2015,NA,NA,43,12
2016,Grooming,08/08/2016,J,AJ,1899-12-31 12:50:27,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2018,Grooming,29/10/2018,J,Nick,1899-12-31 08:12:54,Kalaam,Cohooe,06/05/2015,NA,NA,41,10
2018,Grooming,12/09/2018,J,Jules,1899-12-31 16:44:29,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2016,Grooming,06/07/2016,J,Elly,1899-12-31 13:42:22,ShRahe,Cohooe,06/05/2015,18/10/2010,68,14,7
2016,Grooming,14/08/2016,J,Claudia,1899-12-31 08:18:14,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2016,Grooming,14/08/2016,J,Claudia,1899-12-31 06:52:25,ShRahe,Cohooe,06/05/2015,18/10/2010,69,15,8
2017,Grooming,23/08/2017,J,Katie,1899-12-31 09:09:07,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2019,Grooming,05/05/2019,J,Ndapandula,1899-12-31 16:57:35,Kalaam,Cohooe,06/05/2015,NA,NA,47,5
2019,Grooming,18/07/2019,J,Ndapandula,1899-12-31 14:15:06,Sesseu,Cohooe,06/05/2015,15/09/2015,46,50,7
2019,Grooming,01/05/2019,J,Anna,1899-12-31 11:25:01,Byonyr,Cohooe,06/05/2015,20/11/2014,53,47,5
2019,Grooming,16/05/2019,J,Richard,1899-12-31 12:10:09,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2017,Grooming,24/08/2017,J,AJ,1899-12-31 17:19:19,Takaan,Cohooe,06/05/2015,30/03/2015,28,27,8
2016,Grooming,05/07/2016,J,AJ,1899-12-31 14:41:28,Kalaam,Cohooe,06/05/2015,NA,NA,13,7
2019,Grooming,25/07/2019,J,Tess,1899-12-31 08:39:46,Kalaam,Cohooe,06/05/2015,NA,NA,50,7
2019,Grooming,19/07/2019,J,Richard,1899-12-31 14:35:51,Kalaam,Cohooe,06/05/2015,NA,NA,50,7
2018,Grooming,24/10/2018,J,Vittoria,1899-12-31 08:59:52,Kalaam,Cohooe,06/05/2015,NA,NA,41,10
2016,Grooming,14/07/2016,J,Lucy,1899-12-31 11:32:40,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2016,Grooming,15/07/2016,J,Dylan,1899-12-31 15:28:32,Priare,Cohooe,06/05/2015,NA,NA,14,7
2019,Grooming,15/05/2019,J,Tess,1899-12-31 14:09:38,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2016,Grooming,05/07/2016,J,AJ,1899-12-31 16:01:32,Kalaam,Cohooe,06/05/2015,NA,NA,13,7
2017,Grooming,16/08/2017,J,Alice,1899-12-31 08:35:27,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2018,Grooming,18/09/2018,J,Jules,1899-12-31 16:17:57,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2017,Grooming,11/07/2017,J,AJ,1899-12-31 12:19:23,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2017,Grooming,17/06/2017,J,AJ,1899-12-31 11:58:41,ShRahe,Cohooe,06/05/2015,18/10/2010,79,25,6
2019,Grooming,14/06/2019,J,Anna,1899-12-31 12:11:50,Takaan,Cohooe,06/05/2015,30/03/2015,50,49,6
2019,Grooming,21/04/2019,J,Tess,1899-12-31 11:05:44,Kalaam,Cohooe,06/05/2015,NA,NA,47,4
2018,Grooming,02/11/2018,J,Vittoria,1899-12-31 13:11:06,Kalaam,Cohooe,06/05/2015,NA,NA,41,11
2016,Grooming,10/08/2016,J,Dylan,1899-12-31 13:34:53,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2017,Grooming,05/08/2017,J,Alice,1899-12-31 10:40:57,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,13/08/2017,J,AJ,1899-12-31 07:53:09,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2018,Grooming,07/10/2018,J,Nick,1899-12-31 09:00:33,Lileib,Cohooe,06/05/2015,NA,NA,41,10
2017,Grooming,20/08/2017,J,AJ,1899-12-31 09:27:26,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2018,Grooming,24/10/2018,J,Charlotte,1899-12-31 17:00:19,Hoonou,Cohooe,06/05/2015,15/09/2015,37,41,10
2017,Grooming,20/08/2017,J,Katie,1899-12-31 09:23:27,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,01/08/2017,J,AJ,1899-12-31 10:12:10,Kalaam,Cohooe,06/05/2015,NA,NA,26,8
2017,Grooming,15/08/2017,J,Debbie,1899-12-31 13:41:29,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2019,Grooming,06/05/2019,J,Ndapandula,1899-12-31 13:30:54,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2018,Grooming,10/09/2018,J,Alice,1899-12-31 10:57:00,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2019,Grooming,19/05/2019,J,Tess,1899-12-31 18:09:55,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2016,Grooming,01/08/2016,J,AJ,1899-12-31 17:01:12,Kalaam,Cohooe,06/05/2015,NA,NA,14,8
2017,Grooming,06/08/2017,J,Katie,1899-12-31 09:14:38,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,25/07/2017,J,Axelle,1899-12-31 13:57:21,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2018,Grooming,10/09/2018,J,Alice,1899-12-31 07:26:56,Xenaen,Cohooe,06/05/2015,17/10/2014,46,40,9
2018,Grooming,18/09/2018,J,Nick,1899-12-31 16:24:11,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2017,Grooming,12/08/2017,J,Katie,1899-12-31 10:32:26,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2016,Grooming,17/08/2016,J,Dylan,1899-12-31 10:22:16,ShRahe,Cohooe,06/05/2015,18/10/2010,69,15,8
2016,Grooming,22/07/2016,J,Lucy,1899-12-31 11:02:06,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2017,Grooming,18/06/2017,J,AJ,1899-12-31 07:35:30,Kalaam,Cohooe,06/05/2015,NA,NA,25,6
2017,Grooming,05/08/2017,J,Alice,1899-12-31 08:12:12,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,18/08/2017,J,AJ,1899-12-31 07:59:44,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2016,Grooming,06/07/2016,J,Elly,1899-12-31 11:49:48,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2017,Grooming,20/07/2017,J,Alice,1899-12-31 07:52:20,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2017,Grooming,07/07/2017,J,Debbie,1899-12-31 11:32:35,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2019,Grooming,26/05/2019,J,Ndapandula,1899-12-31 09:26:44,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2017,Grooming,26/06/2017,J,AJ,1899-12-31 12:23:33,Kalaam,Cohooe,06/05/2015,NA,NA,25,6
2016,Grooming,30/07/2016,J,AJ,1899-12-31 10:06:03,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2019,Grooming,22/04/2019,J,Anna,1899-12-31 17:12:36,ShRahe,Cohooe,06/05/2015,18/10/2010,102,47,4
2018,Grooming,09/11/2018,J,Chloe,1899-12-31 15:07:57,Kalaam,Cohooe,06/05/2015,NA,NA,42,11
2017,Grooming,22/08/2017,J,Alice,1899-12-31 14:11:33,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2019,Grooming,16/05/2019,J,Jules,1899-12-31 12:41:04,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2017,Grooming,31/07/2017,J,AJ,1899-12-31 07:16:53,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2019,Grooming,03/06/2019,J,Richard,1899-12-31 11:44:00,Kalaam,Cohooe,06/05/2015,NA,NA,48,6
2018,Grooming,21/10/2018,J,Vittoria,1899-12-31 14:37:42,Xenaen,Cohooe,06/05/2015,17/10/2014,48,41,10
2018,Grooming,24/10/2018,J,Vittoria,1899-12-31 12:54:36,Kalaam,Cohooe,06/05/2015,NA,NA,41,10
2016,Grooming,08/08/2016,J,AJ,1899-12-31 09:26:07,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2016,Grooming,18/07/2016,J,Dylan,1899-12-31 16:03:39,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2018,Grooming,23/10/2018,J,Charlotte,1899-12-31 07:18:24,Kalaam,Cohooe,06/05/2015,NA,NA,41,10
2017,Grooming,09/08/2017,J,Alice,1899-12-31 14:20:34,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,05/08/2017,J,Katie,1899-12-31 15:53:59,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,13/08/2017,J,AJ,1899-12-31 07:28:41,ShRahe,Cohooe,06/05/2015,18/10/2010,81,27,8
2017,Grooming,13/08/2017,J,AJ,1899-12-31 09:54:18,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,17/08/2017,J,Debbie,1899-12-31 09:49:14,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2019,Grooming,30/04/2019,J,Anna,1899-12-31 10:39:50,Kalaam,Cohooe,06/05/2015,NA,NA,47,4
2016,Grooming,31/07/2016,J,Molly,1899-12-31 17:09:13,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2018,Grooming,15/09/2018,J,Alice,1899-12-31 18:41:48,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2017,Grooming,26/06/2017,J,AJ,1899-12-31 14:26:51,Kalaam,Cohooe,06/05/2015,NA,NA,25,6
2016,Grooming,09/07/2016,J,Dylan,1899-12-31 12:26:24,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2017,Grooming,17/06/2017,J,AJ,1899-12-31 11:23:42,Kalaam,Cohooe,06/05/2015,NA,NA,25,6
2019,Grooming,24/07/2019,J,Jules,1899-12-31 17:14:12,Xenaen,Cohooe,06/05/2015,17/10/2014,57,50,7
2019,Grooming,19/04/2019,J,Anna,1899-12-31 15:50:12,Kalaam,Cohooe,06/05/2015,NA,NA,47,4
2018,Grooming,10/12/2018,J,Jules,1899-12-31 16:18:52,Toenol,Cohooe,06/05/2015,05/08/2011,88,43,12
2018,Grooming,09/09/2018,J,Jules,1899-12-31 15:54:17,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2018,Grooming,27/10/2018,J,Vittoria,1899-12-31 17:46:42,Kalaam,Cohooe,06/05/2015,NA,NA,41,10
2016,Grooming,30/07/2016,J,AJ,1899-12-31 15:35:30,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2018,Grooming,20/10/2018,J,Vittoria,1899-12-31 08:24:18,ShRahe,Cohooe,06/05/2015,18/10/2010,96,41,10
2017,Grooming,26/06/2017,J,AJ,1899-12-31 13:14:06,Ethato,Cohooe,06/05/2015,15/12/2015,18,25,6
2016,Grooming,05/07/2016,J,Elly,1899-12-31 12:55:08,Kalaam,Cohooe,06/05/2015,NA,NA,13,7
2018,Grooming,16/09/2018,J,Vittoria,1899-12-31 10:05:49,Kalaam,Cohooe,06/05/2015,NA,NA,40,9
2016,Grooming,07/07/2016,J,AJ,1899-12-31 16:45:05,Takaan,Cohooe,06/05/2015,30/03/2015,15,14,7
2017,Grooming,23/08/2017,J,Katie,1899-12-31 07:50:11,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2017,Grooming,18/06/2017,J,AJ,1899-12-31 07:36:10,ShRahe,Cohooe,06/05/2015,18/10/2010,80,25,6
2017,Grooming,25/08/2017,J,AJ,1899-12-31 06:17:08,ShRahe,Cohooe,06/05/2015,18/10/2010,82,27,8
2018,Grooming,03/10/2018,J,Chloe,1899-12-31 14:43:50,Kalaam,Cohooe,06/05/2015,NA,NA,40,10
2017,Grooming,09/07/2017,J,AJ,1899-12-31 11:33:59,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2019,Grooming,18/05/2019,J,Ndapandula,1899-12-31 10:38:37,Kalaam,Cohooe,06/05/2015,NA,NA,48,5
2019,Grooming,24/04/2019,J,Harrison,1899-12-31 11:08:55,Kalaam,Cohooe,06/05/2015,NA,NA,47,4
2017,Grooming,24/07/2017,J,Katie,1899-12-31 09:42:00,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2016,Grooming,08/07/2016,J,Lucy,1899-12-31 07:51:34,Kalaam,Cohooe,06/05/2015,NA,NA,14,7
2019,Grooming,23/04/2019,J,Harrison,1899-12-31 13:46:20,Kalaam,Cohooe,06/05/2015,NA,NA,47,4
2016,Grooming,10/08/2016,J,Dylan,1899-12-31 07:44:09,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2016,Grooming,20/08/2016,J,Dylan,1899-12-31 12:08:12,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2017,Grooming,19/08/2017,J,Christine,1899-12-31 11:09:47,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2018,Grooming,21/10/2018,J,Remi,1899-12-31 14:38:54,Xenaen,Cohooe,06/05/2015,17/10/2014,48,41,10
2016,Grooming,16/08/2016,J,Dylan,1899-12-31 08:03:32,Ethato,Cohooe,06/05/2015,15/12/2015,8,15,8
2017,Grooming,13/08/2017,J,Axelle,1899-12-31 13:12:38,ShRahe,Cohooe,06/05/2015,18/10/2010,81,27,8
2018,Grooming,09/12/2018,J,Jules,1899-12-31 08:08:01,Kalaam,Cohooe,06/05/2015,NA,NA,43,12
2018,Grooming,04/11/2018,J,Charlotte,1899-12-31 10:40:24,Kalaam,Cohooe,06/05/2015,NA,NA,41,11
2017,Grooming,11/07/2017,J,Alice,1899-12-31 15:13:06,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2018,Grooming,04/11/2018,J,Charlotte,1899-12-31 08:35:27,Nykayi,Cohooe,06/05/2015,24/10/2017,12,41,11
2018,Grooming,18/09/2018,J,Jules,1899-12-31 17:30:39,ShRahe,Cohooe,06/05/2015,18/10/2010,95,40,9
2017,Grooming,07/08/2017,J,Christine,1899-12-31 10:11:03,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
2016,Grooming,08/08/2016,J,AJ,1899-12-31 13:14:50,Kalaam,Cohooe,06/05/2015,NA,NA,15,8
2017,Grooming,06/07/2017,J,AJ,1899-12-31 16:14:12,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2019,Grooming,03/05/2019,J,Jules,1899-12-31 16:24:06,Kalaam,Cohooe,06/05/2015,NA,NA,47,5
2019,Grooming,18/04/2019,J,Jules,1899-12-31 12:53:16,Caviap,Cohooe,06/05/2015,05/04/2017,24,47,4
2018,Grooming,09/11/2018,J,Chloe,1899-12-31 15:08:03,ShRahe,Cohooe,06/05/2015,18/10/2010,96,42,11
2019,Grooming,21/06/2019,J,Tess,1899-12-31 10:51:42,Kalaam,Cohooe,06/05/2015,NA,NA,49,6
2018,Grooming,19/11/2018,J,Jules,1899-12-31 14:34:58,ShRahe,Cohooe,06/05/2015,18/10/2010,97,42,11
2017,Grooming,30/07/2017,J,Katie,1899-12-31 09:18:42,Kalaam,Cohooe,06/05/2015,NA,NA,26,7
2017,Grooming,13/08/2017,J,AJ,1899-12-31 10:28:35,Kalaam,Cohooe,06/05/2015,NA,NA,27,8
